filename,width,height,class,xmin,ymin,xmax,ymax
12947.jpg,479,359,French_Fries,0,0,449,357
12948.jpg,500,375,French_Fries,18,3,500,375
12949.jpg,640,480,French_Fries,80,0,580,480
12950.jpg,320,320,French_Fries,0,0,320,320
12951.jpg,400,266,French_Fries,83,71,355,237
12952.jpg,320,240,French_Fries,0,20,320,240
12953.jpg,800,600,French_Fries,56,68,721,560
12954.jpg,450,362,French_Fries,93,42,421,330
12955.jpg,400,400,French_Fries,0,36,400,354
12956.jpg,320,240,French_Fries,0,0,320,240
12957.jpg,400,299,French_Fries,0,0,400,281
12958.jpg,300,248,French_Fries,0,20,300,229
12959.jpg,300,182,French_Fries,151,0,300,176
12959.jpg,300,182,French_Fries,0,12,135,182
12960.jpg,170,268,French_Fries,0,79,169,268
12961.jpg,400,306,French_Fries,18,21,362,303
12962.jpg,240,320,French_Fries,18,35,197,305
12963.jpg,480,384,French_Fries,6,52,390,384
12964.jpg,250,218,French_Fries,19,15,229,218
12965.jpg,260,200,French_Fries,0,0,260,200
12966.jpg,800,600,French_Fries,0,0,751,600
12967.jpg,280,373,French_Fries,0,33,280,346
12968.jpg,460,345,French_Fries,27,2,441,345
12969.jpg,800,610,French_Fries,0,1,728,610
12970.jpg,360,360,French_Fries,51,31,316,342
12971.jpg,500,375,French_Fries,14,0,498,375
12972.jpg,448,336,French_Fries,28,49,323,288
12973.jpg,400,313,French_Fries,9,6,400,306
12974.jpg,400,300,French_Fries,12,2,395,300
12975.jpg,500,375,French_Fries,3,50,500,369
12976.jpg,640,480,French_Fries,0,4,640,480
12977.jpg,400,300,French_Fries,31,0,380,260
12978.jpg,300,287,French_Fries,0,18,300,238
12979.jpg,400,300,French_Fries,5,26,312,226
12980.jpg,357,268,French_Fries,0,4,355,261
12981.jpg,340,453,French_Fries,0,0,340,453
12982.jpg,400,300,French_Fries,79,0,367,276
12983.jpg,400,300,French_Fries,7,24,307,264
12984.jpg,300,300,French_Fries,0,58,300,259
12985.jpg,400,228,French_Fries,4,3,387,186
12986.jpg,479,359,French_Fries,0,26,479,308
12987.jpg,220,170,French_Fries,0,40,202,160
12988.jpg,479,359,French_Fries,34,10,430,338
12989.jpg,357,268,French_Fries,0,1,348,257
12990.jpg,280,420,French_Fries,2,71,278,413
12991.jpg,180,180,French_Fries,6,12,180,167
13508.jpg,465,530,French_Fries,0,3,287,308
13520.jpg,380,285,French_Fries,116,52,315,165
13567.jpg,500,375,French_Fries,0,21,242,266
13760.jpg,640,480,French_Fries,356,150,584,376
13761.jpg,480,640,French_Fries,0,172,132,392
13766.jpg,640,480,French_Fries,228,44,476,276
13783.jpg,640,360,French_Fries,78,2,388,168
13785.jpg,800,450,French_Fries,93,30,371,387
13886.jpg,240,320,French_Fries,22,36,232,272
14273.jpg,480,800,French_Fries,120,268,394,468
14314.jpg,480,800,French_Fries,106,31,386,324
14332.jpg,480,800,French_Fries,10,215,453,611
14334.jpg,600,800,French_Fries,353,44,600,282
14490.jpg,480,640,French_Fries,266,176,480,401
14499.jpg,480,640,French_Fries,0,48,208,376
14566.jpg,320,240,French_Fries,0,24,319,239
14575.jpg,480,640,French_Fries,0,61,201,394
14814.jpg,640,480,French_Fries,500,92,640,392
14828.jpg,640,480,French_Fries,418,68,640,428
14829.jpg,240,320,French_Fries,6,173,91,315
14834.jpg,640,480,French_Fries,334,180,528,412
14897.jpg,640,480,French_Fries,0,58,194,384
14910.jpg,640,480,French_Fries,348,204,592,430
14919.jpg,640,480,French_Fries,409,230,570,442
14921.jpg,640,480,French_Fries,356,140,576,296
14923.jpg,800,600,French_Fries,495,256,708,568
15021.jpg,600,448,French_Fries,392,161,576,386
15138.jpg,640,480,French_Fries,0,16,229,261
15260.jpg,600,358,French_Fries,3,17,210,348
15283.jpg,600,356,French_Fries,71,20,266,209
15331.jpg,600,356,French_Fries,27,85,333,314
15332.jpg,600,358,French_Fries,4,7,311,273
15345.jpg,600,359,French_Fries,24,57,293,273
