filename,width,height,class,xmin,ymin,xmax,ymax
hard-boiled-eggs-TH2379797C11_17_5bC.jpg,575,575,Boiled_Eggs,22,116,550,483
The-BEST-Instant-Pot-Hard-Boiled-Eggs-TEXT.png,1024,1536,Boiled_Eggs,1,796,862,1496
the-perfect-hard-boiled-egg-yolk.jpg,680,452,Boiled_Eggs,2,129,437,420
Pressure-Cooker-Hard-Boiled-Eggs.jpg,800,800,Boiled_Eggs,200,373,386,522
Pressure-Cooker-Hard-Boiled-Eggs.jpg,800,800,Boiled_Eggs,361,465,551,646
Pressure-Cooker-Hard-Boiled-Eggs.jpg,800,800,Boiled_Eggs,413,246,608,415
Pressure-Cooker-Hard-Boiled-Eggs.jpg,800,800,Boiled_Eggs,611,368,772,550
224_26995448551_38c759b852_c.jpg,640,800,Boiled_Eggs,105,373,241,501
egg(108).jpg,450,316,Boiled_Eggs,23,53,219,236
134_nasi-lemak-saleha.jpg,750,561,Boiled_Eggs,400,375,588,507
121_SSWF-NasiLemak1.jpg,800,533,Boiled_Eggs,158,79,342,314
253_Nasi-Lemak-540x347.jpg,540,347,Boiled_Eggs,118,231,315,347
Hard-Boiled-Eggs-004.jpg,800,800,Boiled_Eggs,91,308,482,655
egg(125).jpg,854,800,Boiled_Eggs,1,347,618,740
egg(125).jpg,854,800,Boiled_Eggs,336,17,847,713
egg(109).jpg,364,470,Boiled_Eggs,59,55,322,390
227_Nasi_Lemak_Wanjo_9.jpg,575,355,Boiled_Eggs,343,69,460,185
379_DSC07891.jpg,640,610,Boiled_Eggs,455,283,624,472
226_r02.jpg,559,559,Boiled_Eggs,128,102,253,202
119_1496904039-IMG-20170527-WA0016.jpg,1080,607,Boiled_Eggs,652,375,880,576
egg(103).jpg,634,406,Boiled_Eggs,27,65,316,344
egg(103).jpg,634,406,Boiled_Eggs,305,49,605,368
egg(124).jpg,615,620,Boiled_Eggs,52,2,562,620
boiled-egg-cutout-and-raw-egg-with-shell-on-wooden-royalty-free-image-961697202-1552065527.jpg,2124,1411,Boiled_Eggs,458,601,1100,1240
boiled-egg-cutout-and-raw-egg-with-shell-on-wooden-royalty-free-image-961697202-1552065527.jpg,2124,1411,Boiled_Eggs,1133,623,1943,1352
how_to_peel_a_hard-boiled_egg_1_horiz.jpg,1280,720,Boiled_Eggs,268,1,1137,709
17_nasi-lemak-650x434.jpg,650,434,Boiled_Eggs,51,195,213,375
hard-boiled-egg.png,2800,1867,Boiled_Eggs,415,593,2586,1705
103_nasi-lemak-kukus-03.jpg,500,375,Boiled_Eggs,306,111,412,202
egg(116).jpg,450,319,Boiled_Eggs,211,1,450,250
48_33911507-nasi-lemak-coconut-milk-rice-malaysian-cuisine-Stock-Photo-food.jpg,1300,866,Boiled_Eggs,186,195,467,448
egg(10).jpg,1300,998,Boiled_Eggs,244,75,1165,763
5_image.jpg,3000,1921,Boiled_Eggs,1969,810,2478,1227
1371595523837.jpeg,616,462,Boiled_Eggs,274,264,592,457
1371595523837.jpeg,616,462,Boiled_Eggs,45,190,355,417
1371595523837.jpeg,616,462,Boiled_Eggs,315,18,607,225
egg(111).jpg,640,447,Boiled_Eggs,175,78,456,347
222_57-1024x768.jpg,1024,768,Boiled_Eggs,583,413,856,669
157_567f.jpg,620,349,Boiled_Eggs,430,155,620,349
1_nasi-lemak.jpg,1280,720,Boiled_Eggs,242,523,653,691
1_nasi-lemak.jpg,1280,720,Boiled_Eggs,1,407,293,651
hard-cooked-hard-boiled-eggs_hero.jpg,800,450,Boiled_Eggs,180,77,557,367
15_5790100434_e2c3dbfdba.jpg,385,308,Boiled_Eggs,113,156,237,243
72_Fri-Nasi-Lemak-2.jpg,5184,3456,Boiled_Eggs,2995,2165,4665,3159
111_22528217_1382989498465338_7868363073062115328_n-e1508921000147.jpg,760,570,Boiled_Eggs,96,339,264,507
egg(112).jpg,450,322,Boiled_Eggs,21,16,419,276
hardboiledeggsJPG.jpg,1637,907,Boiled_Eggs,186,22,1416,813
108_nasilemak.jpg,205,306,Boiled_Eggs,114,193,177,252
air-fryer-hard-boiled-eggs-5.jpg,700,1049,Boiled_Eggs,148,724,542,1024
air-fryer-hard-boiled-eggs-5.jpg,700,1049,Boiled_Eggs,360,470,671,804
new-new-c1-027-akis-jpg.jpg,804,663,Boiled_Eggs,350,276,795,650
new-new-c1-027-akis-jpg.jpg,804,663,Boiled_Eggs,30,161,395,542
130_nasi+lemak+ayam.jpg,1024,683,Boiled_Eggs,44,163,304,350
Eggs.jpg,480,322,Boiled_Eggs,1,17,377,322
Hard-boiled-eggs.jpg,735,1102,Boiled_Eggs,117,395,734,1046
Hard-boiled-eggs.jpg,735,1102,Boiled_Eggs,1,45,303,641
18_nasi-lemak-recipe.jpg,680,453,Boiled_Eggs,20,232,251,407
9_recipe_step_nasi-lemak.jpg,1200,716,Boiled_Eggs,111,305,352,476
488_nasilemak1.jpg,600,388,Boiled_Eggs,435,95,579,232
hqdefault.jpg,480,360,Boiled_Eggs,4,148,380,331
eggs-2-jpg1.jpg,600,400,Boiled_Eggs,61,46,524,392
egg(110).jpg,2709,2709,Boiled_Eggs,822,1898,1554,2414
egg(110).jpg,2709,2709,Boiled_Eggs,1582,1818,2306,2358
egg(110).jpg,2709,2709,Boiled_Eggs,330,1538,1070,1986
egg(110).jpg,2709,2709,Boiled_Eggs,678,1242,1418,1630
egg(110).jpg,2709,2709,Boiled_Eggs,1550,1301,2342,1777
188_Nasi_Lemak_2.jpg,575,355,Boiled_Eggs,18,179,172,275
The-BEST-Instant-Pot-Hard-Boiled-Eggs-TEXT2.png,1024,1536,Boiled_Eggs,197,559,887,1218
hard-boiled-eggjpg-c7ea9cad2fafc320.jpg,600,400,Boiled_Eggs,165,122,400,295
150_Butterkicap-Sejarah-Ringkas-Makanan-Kebangsaan-Malaysia-Nasi-Lemak-3-1024x728.jpg,1024,728,Boiled_Eggs,144,142,440,378
110_2012-11-07-23-50-30.jpg,1280,960,Boiled_Eggs,548,318,1148,793
11_640x478_ac.jpg,640,478,Boiled_Eggs,433,145,606,368
egg(122).jpg,1300,866,Boiled_Eggs,383,112,993,657
163_nasi-lemak-2-effect-w.jpg,3000,2250,Boiled_Eggs,1962,1013,2566,1733
163_nasi-lemak-2-effect-w.jpg,3000,2250,Boiled_Eggs,1351,1518,2122,2069
2_tn-recipes-CFL2-Nasi-Lemak.jpg,720,405,Boiled_Eggs,26,53,193,194
egg(113).jpg,450,320,Boiled_Eggs,67,48,432,258
12_b63f3486f7279d73.jpg,600,450,Boiled_Eggs,63,179,273,420
egg(121).jpg,450,345,Boiled_Eggs,27,19,433,287
172_VLFR9791.jpeg,1600,1200,Boiled_Eggs,4,597,1024,989
3_IMG_4123_new-700x630.jpg,700,630,Boiled_Eggs,1,146,201,379
389_nasi-lemak.jpg,560,560,Boiled_Eggs,1,377,204,494
sous-vide-hardboiled-eggs-finishing-steps-image-1.jpg,1200,800,Boiled_Eggs,375,133,856,671
egg(11).jpg,450,321,Boiled_Eggs,278,132,420,256
egg(11).jpg,450,321,Boiled_Eggs,159,123,314,220
hard-boiled-eggs-DSC_2978-2.jpg,640,960,Boiled_Eggs,74,127,610,710
10_20160323-a86c3459ff48b955d0187_cropped_1584x780.jpg,1584,780,Boiled_Eggs,396,374,1066,766
ip-hb-eggs-14.jpg,1200,765,Boiled_Eggs,619,279,1053,717
22_GF-Nasi-Lemak-1024x683.jpg,1024,683,Boiled_Eggs,566,93,800,281
