filename,width,height,class,xmin,ymin,xmax,ymax
72.jpg,800,600,Rice,0,218,362,569
73.jpg,800,600,Rice,113,82,668,482
74.jpg,800,600,Rice,78,61,710,593
75.jpg,800,600,Rice,96,0,800,600
76.jpg,800,600,Rice,80,18,783,584
77.jpg,800,600,Rice,20,63,710,600
78.jpg,800,600,Rice,29,1,772,600
79.jpg,800,600,Rice,67,0,728,542
80.jpg,800,600,Rice,52,10,759,600
81.jpg,640,480,Rice,10,169,276,404
85.jpg,640,480,Rice,48,249,302,464
87.jpg,640,480,Rice,0,221,252,454
88.jpg,800,600,Rice,49,307,340,560
89.jpg,800,600,Rice,30,284,363,582
90.jpg,800,600,Rice,30,300,346,578
91.jpg,800,600,Rice,111,288,414,524
92.jpg,800,600,Rice,42,321,337,584
93.jpg,800,600,Rice,37,236,331,517
96.jpg,800,600,Rice,29,266,366,549
97.jpg,800,600,Rice,89,278,394,568
98.jpg,640,480,Rice,16,152,304,404
4004.jpg,231,173,Rice,26,90,99,154
4294.jpg,320,240,Rice,58,138,150,222
4300.jpg,320,240,Rice,112,98,261,222
4305.jpg,220,165,Rice,33,66,116,133
4316.jpg,400,300,Rice,2,150,150,298
4323.jpg,320,240,Rice,20,113,130,219
4331.jpg,448,336,Rice,7,162,162,319
4337.jpg,448,336,Rice,8,181,182,334
4520.jpg,160,121,Rice,13,61,82,93
4605.jpg,450,338,Rice,253,165,422,338
4930.jpg,640,480,Rice,0,140,168,438
4931.jpg,640,480,Rice,436,156,640,390
4934.jpg,314,235,Rice,0,87,75,173
4936.jpg,320,213,Rice,60,21,152,101
4938.jpg,300,400,Rice,0,168,125,308
4953.jpg,510,287,Rice,28,176,297,285
4955.jpg,180,240,Rice,1,109,73,192
4956.jpg,450,361,Rice,42,0,233,93
4958.jpg,500,375,Rice,245,155,500,361
4972.jpg,320,240,Rice,0,95,136,222
4985.jpg,500,333,Rice,417,78,498,258
4988.jpg,640,480,Rice,0,140,126,328
5013.jpg,640,480,Rice,0,128,132,364
5044.jpg,640,480,Rice,0,160,168,402
5073.jpg,500,375,Rice,0,187,206,375
5074.jpg,640,480,Rice,282,80,512,168
5075.jpg,500,375,Rice,163,135,500,372
5077.jpg,320,240,Rice,256,114,320,218
5087.jpg,500,375,Rice,253,50,500,251
5101.jpg,640,640,Rice,0,180,244,461
5106.jpg,400,300,Rice,0,58,60,205
5109.jpg,640,480,Rice,0,168,188,384
5115.jpg,640,480,Rice,0,168,192,342
5127.jpg,400,598,Rice,259,1,400,100
5142.jpg,400,601,Rice,175,0,354,91
5149.jpg,320,240,Rice,0,94,143,238
5158.jpg,375,500,Rice,61,227,375,494
5169.jpg,385,284,Rice,0,106,119,278
5170.jpg,400,267,Rice,0,1,108,74
5170.jpg,400,267,Rice,103,0,294,31
5180.jpg,450,338,Rice,0,122,101,286
5245.jpg,420,315,Rice,0,90,102,195
5512.jpg,365,244,Rice,20,102,153,225
6476.jpg,640,480,Rice,4,0,232,214
6910.jpg,500,375,Rice,0,78,125,212
6974.jpg,500,428,Rice,0,171,220,418
7037.jpg,480,360,Rice,312,183,453,292
7046.jpg,640,480,Rice,36,180,318,408
7054.jpg,800,542,Rice,0,255,488,540
7077.jpg,600,371,Rice,43,151,298,371
7145.jpg,600,450,Rice,0,75,188,293
7263.jpg,800,600,Rice,6,288,331,553
7293.jpg,640,480,Rice,0,22,180,268
7321.jpg,640,480,Rice,0,96,226,272
7337.jpg,500,375,Rice,400,133,500,322
9044.jpg,480,640,Rice,40,106,445,504
9056.jpg,480,640,Rice,17,121,465,501
9091.jpg,480,360,Rice,66,42,417,303
9094.jpg,480,360,Rice,88,24,436,321
9100.jpg,480,360,Rice,0,67,426,357
9102.jpg,480,360,Rice,72,10,445,294
9104.jpg,360,480,Rice,0,75,360,454
9106.jpg,360,480,Rice,0,102,360,429
9112.jpg,480,360,Rice,48,25,438,288
9117.jpg,480,360,Rice,69,24,426,328
9135.jpg,360,480,Rice,30,81,315,375
9209.jpg,360,480,Rice,0,69,360,396
9218.jpg,480,360,Rice,33,36,415,328
9222.jpg,267,480,Rice,21,102,249,351
9308.jpg,480,360,Rice,49,22,405,313
9320.jpg,480,360,Rice,51,42,426,334
9335.jpg,480,360,Rice,63,43,399,345
9340.jpg,480,360,Rice,13,18,387,360
9341.jpg,480,360,Rice,28,18,441,334
9352.jpg,480,360,Rice,72,9,396,333
9366.jpg,480,360,Rice,31,0,421,316
10572.jpg,360,480,Rice,0,49,360,420
10586.jpg,360,480,Rice,19,69,355,372
10617.jpg,480,360,Rice,0,4,91,246
10618.jpg,480,360,Rice,31,0,433,354
10621.jpg,480,360,Rice,16,0,478,360
10628.jpg,480,360,Rice,3,0,480,357
10630.jpg,480,360,Rice,45,12,477,336
10633.jpg,360,480,Rice,0,6,358,480
10634.jpg,360,480,Rice,0,0,357,435
10640.jpg,480,360,Rice,30,0,462,333
10645.jpg,480,360,Rice,0,0,478,360
10666.jpg,360,480,Rice,9,60,355,379
10740.jpg,360,480,Rice,1,48,357,424
10753.jpg,267,480,Rice,1,60,267,375
10910.jpg,360,480,Rice,0,0,79,151
10993.jpg,480,360,Rice,24,0,468,346
11020.jpg,480,360,Rice,48,18,418,319
11039.jpg,480,360,Rice,18,0,444,345
11059.jpg,480,360,Rice,39,37,441,342
11063.jpg,480,360,Rice,69,12,462,355
11064.jpg,480,360,Rice,0,130,228,331
11094.jpg,480,360,Rice,24,0,429,360
11098.jpg,480,360,Rice,52,39,393,333
11108.jpg,480,360,Rice,0,4,480,321
11119.jpg,480,360,Rice,0,0,420,360
11134.jpg,360,480,Rice,0,15,360,415
11136.jpg,480,360,Rice,24,15,441,348
11138.jpg,480,360,Rice,55,12,420,325
11156.jpg,480,360,Rice,13,28,153,132
11159.jpg,480,360,Rice,60,15,427,312
11161.jpg,480,360,Rice,15,31,151,136
11165.jpg,480,360,Rice,94,51,388,316
11167.jpg,480,360,Rice,288,45,441,174
11180.jpg,480,360,Rice,0,172,165,324
11184.jpg,480,360,Rice,32,178,164,310
11186.jpg,480,360,Rice,93,9,388,321
11194.jpg,480,360,Rice,49,0,391,322
11197.jpg,480,360,Rice,256,187,400,330
11200.jpg,480,360,Rice,9,192,169,340
11201.jpg,480,360,Rice,40,0,421,307
11292.jpg,360,480,Rice,64,0,286,229
11317.jpg,480,360,Rice,0,183,150,330
11326.jpg,480,360,Rice,322,16,453,132
11331.jpg,480,360,Rice,15,70,475,339
11337.jpg,480,360,Rice,0,199,130,343
11352.jpg,480,360,Rice,1,168,181,360
11440.jpg,480,270,Rice,63,3,372,270
11459.jpg,480,360,Rice,18,126,210,304
11568.jpg,480,360,Rice,3,178,151,327
11573.jpg,480,360,Rice,33,156,181,294
11575.jpg,480,360,Rice,36,151,219,327
11576.jpg,480,360,Rice,252,19,439,183
11577.jpg,480,360,Rice,42,34,175,171
11590.jpg,480,360,Rice,15,45,162,174
11593.jpg,480,360,Rice,268,181,465,360
11597.jpg,480,360,Rice,328,39,459,159
11608.jpg,480,360,Rice,280,129,480,325
11649.jpg,480,360,Rice,0,189,127,324
11650.jpg,480,360,Rice,0,157,147,306
11686.jpg,800,600,Rice,59,154,298,423
11689.jpg,800,600,Rice,0,236,348,591
11694.jpg,800,600,Rice,15,215,390,571
11732.jpg,500,375,Rice,305,170,491,341
11737.jpg,320,240,Rice,1,144,122,238
11774.jpg,500,375,Rice,0,219,197,375
11862.jpg,800,600,Rice,15,176,431,588
11956.jpg,455,341,Rice,51,31,372,147
11962.jpg,320,240,Rice,0,79,99,212
11990.jpg,500,375,Rice,0,142,244,351
11997.jpg,500,375,Rice,267,139,465,310
12079.jpg,800,600,Rice,0,225,295,578
12081.jpg,800,600,Rice,0,225,333,500
12082.jpg,800,600,Rice,36,283,370,596
12084.jpg,800,600,Rice,0,248,296,583
12086.jpg,800,600,Rice,45,316,306,501
12095.jpg,400,333,Rice,40,164,218,333
12098.jpg,800,450,Rice,590,0,793,108
12108.jpg,250,250,Rice,194,0,249,112
12169.jpg,256,192,Rice,176,45,256,174
12171.jpg,800,600,Rice,16,243,370,591
12184.jpg,640,480,Rice,0,154,188,400
12209.jpg,614,460,Rice,0,39,132,271
12245.jpg,500,375,Rice,0,106,212,323
12923.jpg,567,495,Rice,5,70,273,321
13164.jpg,300,400,Rice,0,0,99,112
13182.jpg,320,240,Rice,0,104,116,218
13233.jpg,320,240,Rice,1,136,110,240
13236.jpg,320,240,Rice,2,102,114,200
13262.jpg,640,480,Rice,26,4,318,272
13264.jpg,280,240,Rice,59,126,240,239
13273.jpg,384,288,Rice,281,144,326,175
13276.jpg,640,480,Rice,608,264,640,396
13295.jpg,500,375,Rice,3,146,228,360
13297.jpg,500,375,Rice,0,140,290,375
13325.jpg,500,375,Rice,276,25,445,187
13327.jpg,500,375,Rice,244,165,451,375
13329.jpg,500,375,Rice,305,156,493,375
13331.jpg,500,375,Rice,368,131,500,273
13333.jpg,500,375,Rice,45,144,286,350
13379.jpg,500,400,Rice,0,126,164,263
13389.jpg,640,480,Rice,0,180,364,472
13406.jpg,370,480,Rice,4,15,263,207
13414.jpg,400,300,Rice,0,126,155,290
13468.jpg,514,380,Rice,0,158,205,376
13639.jpg,640,480,Rice,24,189,269,436
13645.jpg,800,600,Rice,49,286,777,526
13646.jpg,800,600,Rice,0,256,511,404
13671.jpg,640,480,Rice,28,232,308,442
13676.jpg,800,600,Rice,113,0,708,515
13690.jpg,800,600,Rice,0,273,273,510
13693.jpg,800,600,Rice,66,96,378,375
13695.jpg,800,600,Rice,43,325,243,530
13696.jpg,800,450,Rice,96,238,720,411
13701.jpg,640,359,Rice,0,142,192,303
13702.jpg,640,359,Rice,12,167,206,339
13704.jpg,640,384,Rice,14,55,212,235
13705.jpg,640,384,Rice,4,176,198,353
13708.jpg,640,480,Rice,30,220,252,422
13723.jpg,640,384,Rice,114,209,356,384
13724.jpg,640,384,Rice,12,55,220,189
13731.jpg,640,384,Rice,0,128,122,347
13732.jpg,640,384,Rice,26,17,236,100
13733.jpg,640,384,Rice,338,198,546,362
13734.jpg,640,360,Rice,104,206,286,360
13735.jpg,640,480,Rice,376,188,640,450
13736.jpg,640,480,Rice,444,6,630,144
13739.jpg,640,480,Rice,76,238,372,480
13740.jpg,640,480,Rice,0,36,206,276
13745.jpg,640,384,Rice,410,124,640,318
13746.jpg,640,384,Rice,0,176,156,315
13747.jpg,640,384,Rice,0,144,308,384
13748.jpg,640,384,Rice,4,188,172,384
13749.jpg,640,360,Rice,120,152,352,333
13752.jpg,640,320,Rice,14,164,92,320
13754.jpg,640,360,Rice,10,166,220,360
13755.jpg,640,360,Rice,4,174,168,360
13757.jpg,640,480,Rice,0,240,164,444
13763.jpg,640,480,Rice,16,228,272,468
13764.jpg,640,480,Rice,22,52,216,220
13774.jpg,640,360,Rice,4,4,196,168
13775.jpg,640,360,Rice,0,169,210,360
13776.jpg,640,360,Rice,0,110,190,289
13779.jpg,640,360,Rice,14,168,224,358
13780.jpg,640,360,Rice,264,5,444,117
13781.jpg,640,360,Rice,0,108,238,352
13782.jpg,640,360,Rice,74,149,268,320
13787.jpg,800,450,Rice,0,155,183,305
13806.jpg,240,320,Rice,110,190,240,320
13815.jpg,800,600,Rice,275,303,511,545
13819.jpg,800,600,Rice,68,276,325,530
13822.jpg,800,600,Rice,458,170,661,376
13827.jpg,800,600,Rice,521,298,768,563
13838.jpg,800,600,Rice,300,25,521,240
13840.jpg,800,600,Rice,500,23,748,275
13847.jpg,800,450,Rice,15,162,268,370
13857.jpg,320,160,Rice,30,72,142,160
13859.jpg,640,480,Rice,0,232,280,480
13867.jpg,320,240,Rice,4,128,86,216
13882.jpg,800,600,Rice,50,323,341,576
13887.jpg,640,480,Rice,300,0,580,242
13888.jpg,320,240,Rice,0,80,106,220
13893.jpg,320,240,Rice,218,80,320,184
13898.jpg,320,240,Rice,14,164,96,240
13903.jpg,320,240,Rice,0,130,96,234
13933.jpg,640,480,Rice,0,182,344,480
13938.jpg,320,240,Rice,3,36,102,141
13947.jpg,800,400,Rice,0,85,361,400
13948.jpg,320,240,Rice,67,152,199,240
13958.jpg,480,640,Rice,256,349,417,520
13960.jpg,640,480,Rice,194,206,408,402
13969.jpg,640,480,Rice,72,10,288,188
13978.jpg,640,480,Rice,0,124,176,320
13985.jpg,800,450,Rice,0,157,230,402
13988.jpg,800,400,Rice,531,1,721,105
13989.jpg,320,240,Rice,0,114,78,196
13991.jpg,480,640,Rice,63,371,340,636
13992.jpg,640,480,Rice,328,294,578,480
13999.jpg,800,400,Rice,50,161,346,400
14002.jpg,640,480,Rice,8,292,288,478
14003.jpg,800,400,Rice,85,265,250,400
14005.jpg,800,400,Rice,470,73,705,216
14006.jpg,320,240,Rice,170,98,282,214
14012.jpg,800,600,Rice,0,310,236,528
14015.jpg,800,600,Rice,6,245,215,436
14016.jpg,800,600,Rice,6,278,275,528
14023.jpg,800,600,Rice,475,295,718,538
14025.jpg,800,600,Rice,0,236,261,511
14036.jpg,800,600,Rice,55,25,273,235
14039.jpg,800,600,Rice,0,261,206,501
14044.jpg,800,600,Rice,660,490,800,595
14048.jpg,800,600,Rice,0,251,265,526
14051.jpg,800,600,Rice,0,306,265,555
14061.jpg,800,600,Rice,0,250,323,556
14069.jpg,800,600,Rice,106,298,313,478
14071.jpg,800,600,Rice,55,291,251,470
14074.jpg,800,600,Rice,35,355,235,568
14076.jpg,800,600,Rice,55,325,290,543
14077.jpg,800,600,Rice,36,291,283,516
14080.jpg,800,600,Rice,51,353,286,560
14082.jpg,640,480,Rice,28,242,216,444
14086.jpg,800,600,Rice,5,251,290,511
14089.jpg,800,600,Rice,20,213,250,408
14093.jpg,800,600,Rice,0,211,255,395
14104.jpg,640,480,Rice,136,294,318,476
14108.jpg,640,480,Rice,356,220,638,480
14115.jpg,640,480,Rice,138,208,340,412
14124.jpg,640,480,Rice,140,244,362,456
14152.jpg,640,480,Rice,174,266,392,480
14170.jpg,640,480,Rice,316,264,494,434
14171.jpg,640,480,Rice,166,252,468,480
14173.jpg,640,480,Rice,50,294,452,480
14182.jpg,800,600,Rice,11,255,261,495
14203.jpg,640,480,Rice,128,264,372,480
14206.jpg,640,480,Rice,17,205,350,480
14235.jpg,320,160,Rice,43,66,177,160
14237.jpg,320,160,Rice,27,60,146,160
14239.jpg,320,160,Rice,56,76,170,156
14240.jpg,320,160,Rice,14,65,137,160
14249.jpg,320,160,Rice,4,46,128,149
14263.jpg,320,160,Rice,1,77,101,160
14267.jpg,320,160,Rice,48,58,172,160
14287.jpg,800,480,Rice,150,222,501,480
14289.jpg,800,480,Rice,5,126,405,480
14291.jpg,800,480,Rice,425,216,680,468
14309.jpg,800,480,Rice,505,120,778,374
14329.jpg,800,480,Rice,483,29,751,270
14341.jpg,640,480,Rice,0,290,252,478
14346.jpg,800,600,Rice,273,248,511,411
14348.jpg,800,600,Rice,500,161,800,440
14348.jpg,800,600,Rice,241,0,530,128
14350.jpg,800,600,Rice,116,220,425,488
14353.jpg,800,600,Rice,20,255,435,600
14354.jpg,800,600,Rice,0,323,253,600
14355.jpg,800,600,Rice,523,93,800,380
14357.jpg,800,600,Rice,0,241,235,548
14364.jpg,800,600,Rice,318,36,541,258
14368.jpg,800,600,Rice,0,181,356,518
14372.jpg,800,600,Rice,238,316,471,571
14388.jpg,640,480,Rice,0,212,200,434
14402.jpg,800,450,Rice,50,202,255,422
14409.jpg,800,450,Rice,21,215,261,450
14411.jpg,800,450,Rice,326,75,541,220
14420.jpg,320,240,Rice,15,104,142,240
14425.jpg,320,240,Rice,65,6,158,72
14445.jpg,480,640,Rice,41,388,368,640
14449.jpg,800,600,Rice,45,201,336,470
14451.jpg,600,800,Rice,0,306,327,637
14495.jpg,480,640,Rice,0,440,138,582
14495.jpg,480,640,Rice,20,8,120,115
14503.jpg,640,480,Rice,18,232,260,460
14505.jpg,640,480,Rice,76,228,308,476
14510.jpg,640,480,Rice,8,192,260,438
14519.jpg,800,600,Rice,0,243,355,560
14522.jpg,800,600,Rice,0,153,238,401
14526.jpg,800,600,Rice,0,296,333,596
14565.jpg,320,240,Rice,0,94,100,200
14576.jpg,480,640,Rice,4,234,205,488
14577.jpg,800,600,Rice,66,293,356,593
14584.jpg,800,600,Rice,333,50,548,266
14588.jpg,800,600,Rice,3,175,356,525
14592.jpg,800,600,Rice,235,320,441,541
14595.jpg,320,240,Rice,1,34,102,142
14596.jpg,320,240,Rice,76,148,198,239
14600.jpg,320,240,Rice,168,102,283,238
14603.jpg,800,600,Rice,285,303,525,545
14605.jpg,800,600,Rice,83,268,336,536
14607.jpg,800,600,Rice,460,170,660,370
14609.jpg,800,600,Rice,503,306,771,550
14615.jpg,800,600,Rice,493,16,746,268
14616.jpg,800,600,Rice,3,286,288,591
14619.jpg,640,480,Rice,28,236,232,464
14621.jpg,640,480,Rice,80,246,296,468
14626.jpg,640,480,Rice,12,186,242,436
14636.jpg,640,480,Rice,8,198,344,478
14642.jpg,640,480,Rice,200,182,428,414
14644.jpg,640,480,Rice,76,10,294,202
14651.jpg,640,480,Rice,312,278,618,480
14663.jpg,640,480,Rice,132,262,354,480
14666.jpg,640,480,Rice,52,224,354,480
14668.jpg,800,450,Rice,5,132,200,297
14689.jpg,800,450,Rice,0,140,306,362
14698.jpg,640,480,Rice,26,224,238,406
14699.jpg,640,480,Rice,12,222,288,480
14723.jpg,320,240,Rice,14,109,146,239
14728.jpg,320,240,Rice,65,6,155,72
14746.jpg,640,480,Rice,20,0,580,480
14751.jpg,640,480,Rice,14,0,588,480
14759.jpg,800,600,Rice,106,88,401,346
14787.jpg,640,480,Rice,58,244,280,426
14797.jpg,640,480,Rice,28,12,290,258
14799.jpg,640,480,Rice,52,196,272,414
14802.jpg,640,480,Rice,366,172,552,372
14805.jpg,600,800,Rice,153,2,423,262
14806.jpg,240,320,Rice,60,189,240,320
14812.jpg,640,480,Rice,56,240,290,480
14813.jpg,640,480,Rice,412,108,640,354
14814.jpg,640,480,Rice,40,116,298,298
14817.jpg,600,800,Rice,61,520,368,800
14818.jpg,450,800,Rice,0,53,256,333
14822.jpg,640,480,Rice,0,134,258,320
14828.jpg,640,480,Rice,0,142,250,426
14829.jpg,240,320,Rice,20,0,170,113
14834.jpg,640,480,Rice,80,248,274,430
14835.jpg,640,480,Rice,264,22,490,212
14853.jpg,640,480,Rice,316,48,536,204
14867.jpg,640,480,Rice,0,144,248,382
14868.jpg,640,480,Rice,34,182,366,466
14877.jpg,800,598,Rice,1,284,295,556
14880.jpg,640,480,Rice,420,22,608,202
14881.jpg,640,480,Rice,32,236,188,404
14885.jpg,800,598,Rice,56,235,336,483
14886.jpg,640,478,Rice,0,187,200,384
14887.jpg,640,478,Rice,0,241,208,468
14890.jpg,800,600,Rice,390,311,661,561
14899.jpg,640,478,Rice,4,183,250,394
14902.jpg,640,478,Rice,24,35,240,189
14903.jpg,800,600,Rice,33,330,290,585
14906.jpg,600,800,Rice,185,0,401,266
14909.jpg,640,480,Rice,284,272,516,480
14909.jpg,640,480,Rice,0,192,308,480
14910.jpg,640,480,Rice,0,124,224,320
14919.jpg,640,480,Rice,93,216,296,421
14920.jpg,450,800,Rice,34,80,307,353
14920.jpg,450,800,Rice,292,173,450,395
14921.jpg,640,480,Rice,88,108,272,300
14923.jpg,800,600,Rice,5,220,283,511
14987.jpg,640,480,Rice,408,210,618,412
14992.jpg,800,600,Rice,0,160,273,495
15019.jpg,640,478,Rice,468,143,640,322
15041.jpg,600,358,Rice,0,58,233,264
15083.jpg,600,400,Rice,0,127,265,368
15085.jpg,600,399,Rice,211,0,431,91
15098.jpg,600,450,Rice,12,15,210,144
15104.jpg,600,360,Rice,2,165,192,345
15113.jpg,640,480,Rice,416,212,640,432
15134.jpg,600,449,Rice,0,218,163,426
15148.jpg,600,360,Rice,27,46,303,231
15154.jpg,640,480,Rice,68,164,270,364
15165.jpg,600,450,Rice,0,154,273,441
15167.jpg,600,450,Rice,0,0,600,450
15175.jpg,384,640,Rice,216,99,384,330
15176.jpg,600,358,Rice,0,150,187,335
15179.jpg,600,356,Rice,378,182,523,303
15189.jpg,600,356,Rice,43,128,285,314
15217.jpg,600,337,Rice,83,101,272,299
15246.jpg,600,358,Rice,7,161,210,358
15259.jpg,600,360,Rice,261,15,387,120
